date,area,county/state,geoid,cases,country
09/03/2020,Hudson,New Jersey,34017,1,United States
09/03/2020,Camden,New Jersey,34007,1,United States
09/03/2020,Passaic,New Jersey,34031,1,United States
09/03/2020,Shelby,Tennessee,47157,1,United States
09/03/2020,Collin,Texas,48085,1,United States
09/03/2020,Bexar,Texas,48029,11,United States
09/03/2020,Bergen,New Jersey,34003,5,United States
09/03/2020,Rockingham,New Hampshire,33015,1,United States
09/03/2020,Larimer,Colorado,8069,1,United States
09/03/2020,Monmouth,New Jersey,34025,2,United States
09/03/2020,Grafton,New Hampshire,33009,3,United States
09/03/2020,Washoe,Nevada,32031,2,United States
09/03/2020,Montgomery,Maryland,24031,4,United States
09/03/2020,Johnson,Kansas,20091,1,United States
09/03/2020,Harford,Maryland,24025,1,United States
09/03/2020,Prince George's,Maryland,24033,1,United States
09/03/2020,Berkshire,Massachusetts,25003,5,United States
09/03/2020,Honolulu,Hawaii,15003,2,United States
09/03/2020,Johnson,Iowa,19103,7,United States
09/03/2020,Polk,Georgia,13233,1,United States
09/03/2020,Cook,Illinois,17031,11,United States
09/03/2020,Hendricks,Indiana,18063,2,United States
09/03/2020,Okaloosa,Florida,12091,1,United States
09/03/2020,Hillsborough,Florida,12057,2,United States
09/03/2020,Manatee,Florida,12081,2,United States
09/03/2020,Fairfield,Connecticut,9001,2,United States
09/03/2020,District of Columbia,District of Columbia,11001,4,United States
09/03/2020,Fayette,Kentucky,21067,3,United States
09/03/2020,Harrison,Kentucky,21097,1,United States
09/03/2020,Jefferson,Louisiana,22051,1,United States
09/03/2020,Lee,Florida,12071,2,United States
09/03/2020,Jefferson,Kentucky,21111,1,United States
09/03/2020,Pottawattamie,Iowa,19155,1,United States
09/03/2020,Maricopa,Arizona,4013,2,United States
09/03/2020,Pima,Arizona,4019,1,United States
09/03/2020,Alameda,California,6001,24,United States
09/03/2020,Contra Costa,California,6013,9,United States
09/03/2020,Pinal,Arizona,4021,3,United States
09/03/2020,Yolo,California,6113,1,United States
09/03/2020,El Paso,Colorado,8041,1,United States
09/03/2020,Sonoma,California,6097,3,United States
09/03/2020,Arapahoe,Colorado,8005,1,United States
09/03/2020,Denver,Colorado,8031,3,United States
09/03/2020,Madera,California,6039,1,United States
09/03/2020,Fresno,California,6019,1,United States
09/03/2020,Los Angeles,California,6037,19,United States
09/03/2020,Marion,Indiana,18097,1,United States
09/03/2020,Noble,Indiana,18113,1,United States
09/03/2020,Marin,California,6041,2,United States
09/03/2020,Napa,California,6055,1,United States
09/03/2020,Placer,California,6061,7,United States
09/03/2020,Humboldt,California,6023,1,United States
09/03/2020,Orange,California,6059,5,United States
09/03/2020,Charlotte,Florida,12015,1,United States
09/03/2020,Ramsey,Minnesota,27123,1,United States
09/03/2020,Tulsa,Oklahoma,40143,1,United States
09/03/2020,Carver,Minnesota,27019,1,United States
09/03/2020,St. Louis,Missouri,29189,1,United States
09/03/2020,Douglas,Nebraska,31055,16,United States
09/03/2020,Marion,Oregon,41047,1,United States
09/03/2020,Washington,Oregon,41067,8,United States
09/03/2020,Cuyahoga,Ohio,39035,3,United States
09/03/2020,Douglas,Oregon,41019,1,United States
09/03/2020,Wake,North Carolina,37183,6,United States
09/03/2020,King,Washington,53033,117,United States
09/03/2020,Chelan,Washington,53007,1,United States
09/03/2020,Jefferson,Washington,53031,1,United States
09/03/2020,Washington,Utah,49053,1,United States
09/03/2020,Bennington,Vermont,50003,1,United States
09/03/2020,Middlesex,Massachusetts,25017,15,United States
09/03/2020,Norfolk,Massachusetts,25021,10,United States
09/03/2020,Worcester,Massachusetts,25027,1,United States
09/03/2020,Clark,Washington,53011,1,United States
09/03/2020,Suffolk,Massachusetts,25025,10,United States
09/03/2020,Jackson,Oregon,41029,2,United States
09/03/2020,Cherokee,Georgia,13057,1,United States
09/03/2020,Fulton,Georgia,13121,5,United States
09/03/2020,Volusia,Florida,12127,2,United States
09/03/2020,Cobb,Georgia,13067,4,United States
09/03/2020,DeKalb,Georgia,13089,2,United States
09/03/2020,Santa Rosa,Florida,12113,1,United States
09/03/2020,Broward,Florida,12011,3,United States
09/03/2020,Floyd,Georgia,13115,1,United States
09/03/2020,Gwinnett,Georgia,13135,2,United States
09/03/2020,Fayette,Georgia,13113,1,United States
09/03/2020,Rockland,New York,36087,4,United States
09/03/2020,Union,New Jersey,34039,1,United States
09/03/2020,New York City,New York,,20,United States
09/03/2020,Klamath,Oregon,41035,1,United States
09/03/2020,Chatham,North Carolina,37037,1,United States
09/03/2020,Saratoga,New York,36091,2,United States
09/03/2020,Suffolk,New York,36103,1,United States
09/03/2020,Westchester,New York,36119,97,United States
09/03/2020,Nassau,New York,36059,17,United States
09/03/2020,Ulster,New York,36111,1,United States
10/03/2020,Charlton,Georgia,13049,1,United States
10/03/2020,Cherokee,Georgia,13057,1,United States
10/03/2020,DeKalb,Georgia,13089,2,United States
10/03/2020,Pinellas,Florida,12103,2,United States
